"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XVYQVPEM","newspaperArticle","2018","Millner, Caille","In San Francisco, you, too, can adopt a ... drain","San Francisco Chronicle","","","","https://www.sfchronicle.com/entertainment/article/In-San-Francisco-you-too-can-adopt-a-drain-13434957.php","One night, my husband came home with an announcement: he’d adopted a drain.","2018-11-30","2024-06-16 16:12:45","2024-12-10 16:48:56","2024-06-16 16:12:45","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\HL7B6G2I\In-San-Francisco-you-too-can-adopt-a-drain-13434957.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QR639MZ9","newspaperArticle","2023","Dineen, J. K.","Meet the ‘drain daddies’ and ‘storm drain troopers’ who helped keep S.F. dry during the storm","San Francisco Chronicle","","","","https://www.sfchronicle.com/sf/article/sewer-drain-flood-volunteers-17698009.php","San Francisco has thousands of sewer drains. The city enlists volunteers to help keep them clear during storms caused by the recent atmospheric rivers.","2023-01-06","2024-06-16 16:13:05","2024-12-10 16:49:21","2024-06-16 16:13:05","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\MMENUJSX\sewer-drain-flood-volunteers-17698009.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MWQ8TKW","newspaperArticle","2018","Pereira, Alyssa","City of San Francisco removes some homelessness-related options from 311 app","San Francisco Chronicle","","","","https://www.sfchronicle.com/local-donotuse/article/San-Francisco-311-homeless-app-13038382.php","""Agencies that respond to the reports of Aggressive Behavior, Well Being Checks, and...","2018-06-29","2024-06-16 16:13:27","2024-12-10 16:48:11","2024-06-16 16:13:27","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\GMBR8TPB\San-Francisco-311-homeless-app-13038382.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24SFBNLW","newspaperArticle","2021","Deloso, David","We analyzed 1.5 million San Francisco 311 calls to show how the pandemic changed city residents’ needs and complaints","San Francisco Chronicle","","","","https://www.sfchronicle.com/local/article/We-analyzed-1-5-million-San-Francisco-311-calls-16236384.php","311 Noise complaints shot up during the pandemic, while calls concerning commuting and...","2021-06-10","2024-06-16 16:14:09","2024-12-10 16:46:27","2024-06-16 16:14:09","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\STFRWFK2\We-analyzed-1-5-million-San-Francisco-311-calls-16236384.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MSFUYW2","newspaperArticle","2021","Sumida, Nami","Five ways of looking at how San Francisco’s population changed over the last decade","San Francisco Chronicle","","","","https://www.sfchronicle.com/projects/2021/census-sf-population/","Decennial Census data shows us which types of neighborhoods are growing fastest.","2021-08-18","2024-06-16 16:15:24","2026-08-23 22:30:41","2024-06-16 16:15:24","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\CSZ5PKXB\census-sf-population.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR35WJVG","newspaperArticle","2024","Leonard, Christian","These 12 people have given at least $100K to Daniel Lurie’s S.F. mayoral campaign. Who are they?","San Francisco Chronicle","","","","https://www.sfchronicle.com/politics/article/daniel-lurie-mayor-donors-19394260.php","Levi Strauss heir and anti-poverty organization founder Daniel Lurie has raised millions of dollars more than his opponents, according to recent filings.","2024-04-12","2024-06-16 16:15:41","2026-08-24 19:44:45","2024-06-16 16:15:41","","","","","","","","","","","","","","en","","","","","","","San Francisco’s public financing program, public records","","C:\Users\alici\Zotero\storage\445GDKEM\daniel-lurie-mayor-donors-19394260.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Politics","","","",""
"7B7G5ASU","newspaperArticle","2022","Sumida, Nami","These are S.F.’s most ‘moderate’ and ‘progressive’ neighborhoods, according to election votes","San Francisco Chronicle","","","","https://www.sfchronicle.com/politics/article/sf-neighborhoods-moderate-progressive-17605112.php","We analyzed which precincts in S.F. are most progressive, moderate and average in terms of...","2022-11-23","2024-06-16 16:16:14","2024-12-10 00:41:05","2024-06-16 16:16:14","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\857ZG7YM\sf-neighborhoods-moderate-progressive-17605112.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQNTHZ7B","newspaperArticle","2021","Sumida, Nami; Suzuki, Lea; Narayan, Shwanika","How PPP loans benefited the Bay Area’s wealthy, white areas more than those with large Black and Latino communities","San Francisco Chronicle","","","","https://www.sfchronicle.com/projects/2021/ppp-loans/","According to a Chronicle analysis of census data, businesses in higher-income or predominantly white census tracts in the Bay Area are more likely to have received a PPP loan than businesses in areas that are lower-income or have a higher share of Black and Hispanic residents. We spoke to businesses to understand why.","2021-06-23","2024-06-16 16:24:44","2026-08-23 22:30:55","2024-06-16 16:24:44","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\NV7HZU98\ppp-loans.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKUY7M2I","newspaperArticle","2021","Sumida, Nami","What are the widest and narrowest residential streets in San Francisco?","San Francisco Chronicle","","","","https://www.sfchronicle.com/projects/2021/street-widths/","An analysis of street width data and the land value under them show the economic tradeoff between using land for streets versus other purposes, like parks, houses and other infrastructure.","2021-07-14","2024-06-16 16:25:26","2026-08-23 22:30:35","2024-06-16 16:25:26","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\6C4V2S9T\street-widths.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXIH558P","newspaperArticle","2021","Gardiner, Dustin; Sumida, Nami","The biggest donors funding California recall campaign","San Francisco Chronicle","","","","https://www.sfchronicle.com/projects/2021/newsom-california-recall-donors/","Gavin Newsom has swamped his opponents in campaign fundraising for this fall's recall election, while his leading Republican rivals have struggled to attract the support of mega-donors. Our interactive table lets you examine the largest backers for each candidate.","2021-09-14","2024-06-16 16:25:58","2026-08-23 22:30:29","2024-06-16 16:25:58","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\K4YJZLZJ\newsom-california-recall-donors.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VB5PL4MC","newspaperArticle","2024","Echeverria, Danielle","This block is the epicenter of the battle over blocked driveways in S.F.","San Francisco Chronicle","","","","https://www.sfchronicle.com/bayarea/article/blocked-driveways-311-complaints-19460634.php","The number of 311 complaints about blocked driveways in San Francisco is increasing. Here are the blocks that have filed the most complaints.","2024-05-20","2024-06-16 16:26:19","2026-08-24 14:47:33","2024-06-16 16:26:19","","","","","","","","","","","","","","en","","","","","","","A Chronicle analysis found there were more than 30 blocks with over 200 complaints over the past six years, the timeframe for which data for both complaints and citations was available. The Chronicle visited the top blocks and found that many are residential streets close to commercial corridors, parks or schools, with many driveways and garages that do not leave quite enough space for cars to park along the curbs in between them.","","C:\Users\alici\Zotero\storage\TMDZK68F\blocked-driveways-311-complaints-19460634.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bay Area - San Francisco","","","",""
"5ZN6UZXW","newspaperArticle","2021","Neilson, Susie","These San Francisco neighborhoods saw biggest exodus during pandemic","San Francisco Chronicle","","","","https://www.sfchronicle.com/local/article/SF-neighborhoods-exodus-ZIP-codes-map-16090161.php","Huge numbers of residents left San Francisco last year. Which parts of the city lost the...","2021-04-10","2024-06-16 16:26:59","2024-12-10 00:35:23","2024-06-16 16:26:59","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\D8F89U5U\SF-neighborhoods-exodus-ZIP-codes-map-16090161.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LHVCP84","newspaperArticle","2021","Sumida, Nami","San Francisco is home to 669,000 trees. This satellite data shows where they’re planted","San Francisco Chronicle","","","","https://www.sfchronicle.com/projects/2021/sf-tree-cover/","Analysis of aerial imagery of San Francisco shows that trees cover about 15% of the city, but coverage differs across neighborhoods depending on median income of an area.","2021-09-27","2024-06-16 16:27:42","2026-08-23 22:30:47","2024-06-16 16:27:42","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\C8DAPRBP\sf-tree-cover.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VYS6YES5","newspaperArticle","2023","Rezal, Adriana","S.F. 311 received more than a million calls since start of 2022. Here are the most common complaints","San Francisco Chronicle","","","","https://www.sfchronicle.com/bayarea/article/311-service-hotline-complaints-18166457.php","City data shows that some of the most common 311 complaints in San Francisco since 2022 were related to trash and graffiti","2023-07-01","2024-06-16 16:32:56","2024-12-06 00:23:10","2024-06-16 16:32:56","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\2R9XJPCQ\311-service-hotline-complaints-18166457.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKC5VL89","newspaperArticle","2021","Hom, Annika","As city begins to vaccinate restaurant workers and teachers, lines grow at 24th and Capp","Mission Local","","","","http://missionlocal.org/2021/02/as-city-begins-to-vaccinate-restaurant-workers-and-teachers-lines-grow-at-24th-and-capp/","“This is so I can hug my parents again,"" Adam, a Trader Joe's worker said.","2021-02-24","2024-07-26 22:14:31","2024-12-06 00:22:31","2024-07-26 22:14:31","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\alici\Zotero\storage\EC2IWDCB\as-city-begins-to-vaccinate-restaurant-workers-and-teachers-lines-grow-at-24th-and-capp.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DKHF9F6","newspaperArticle","2021","Hom, Annika","Alameda County zip codes with highest Covid-19 case rates struggle to have matching testing","Mission Local","","","","http://missionlocal.org/2021/01/months-in-alameda-county-zip-codes-with-highest-case-rates-didnt-have-matching-testing/","UCSF doctor and Covid-19 testing organizer Kim Rhoads said, “I don’t think the Alameda County strategy is particularly strategic.""","2021-01-05","2024-07-26 22:17:28","2024-12-06 00:22:25","2024-07-26 22:17:28","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\alici\Zotero\storage\XU6SVK9S\months-in-alameda-county-zip-codes-with-highest-case-rates-didnt-have-matching-testing.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WHK9UPS","newspaperArticle","2020","Chávez, Lydia","City collaborates on BART testing pop-up, but new data shows hardest-hit neighborhoods remain least-tested","Mission Local","","","","http://missionlocal.org/2020/12/city-collaborates-on-bart-testing-pop-up-but-new-data-shows-hardest-hit-neighborhoods-remain-least-tested/","The San Francisco Department of Health’s decision to run a testing site the two days before Christmas with the Latino Task Force was months in the making","2020-12-24","2024-07-26 22:18:19","2024-12-06 00:22:15","2024-07-26 22:18:19","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\alici\Zotero\storage\5UBCLKF9\city-collaborates-on-bart-testing-pop-up-but-new-data-shows-hardest-hit-neighborhoods-remain-le.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"II6MVEDQ","newspaperArticle","2020","Chávez, Loi Almeron, Lydia","New map shows Mission District with highest number of COVID-19 cases and 4th highest in cases per 10,000 residents","Mission Local","","","","http://missionlocal.org/2020/04/new-map-shows-mission-district-with-highest-number-of-covid-19-cases-and-4th-highest-in-cases-per-10000-residents/","A new map published by the San Francisco Department of Public Health shows the Mission District with the highest number of confirmed cases in the city —","2020-04-20","2024-12-05 00:14:15","2024-12-05 00:34:05","2024-12-05 00:14:15","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\alici\Zotero\storage\R5FDSN93\new-map-shows-mission-district-with-highest-number-of-covid-19-cases-and-4th-highest-in-cases-p.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"968MI5L9","newspaperArticle","2020","Sabatini, Joshua","New map of coronavirus cases shows low-income, people of color most impacted","San Francisco Examiner","","","","https://www.sfexaminer.com/archives/new-map-of-coronavirus-cases-shows-low-income-people-of-color-most-impacted/article_2b08b433-1af0-52a4-8727-01da2f3d6853.html","Mission neighborhood has most people testing positive for COVID-19","2020-04-20","2024-12-05 00:15:24","2024-12-05 00:34:08","2024-12-05 00:15:24","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\N9K7ZVTA\article_2b08b433-1af0-52a4-8727-01da2f3d6853.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXURPA8H","newspaperArticle","2020","Bay City News","New Map Shows San Francisco's Coronavirus Cases by Zip Code","NBC Bay Area","","","","https://www.nbcbayarea.com/news/local/san-francisco/new-map-shows-san-franciscos-coronavirus-cases-by-zip-code/2276684/","San Francisco city officials on Monday unveiled a new map showing the city’s confirmed cases of coronavirus by zip code.","2020-04-21","2024-12-05 00:15:38","2024-12-05 00:34:15","2024-12-05 00:15:38","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\alici\Zotero\storage\AQ3G88AL\2276684.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECQADHGJ","newspaperArticle","2020","Schneider, Benjamin","COVID-19 Cases Heaviest in Poor Neighborhoods","SFWeekly","","","","https://www.sfweekly.com/archives/covid-19-cases-heaviest-in-poor-neighborhoods/article_ba364bff-cf86-56bf-952c-6d8041886a8d.html","As the coronavirus continues to spread, SF’s least advantaged are the hardest-hit.","2020-07-06","2024-12-05 00:16:42","2024-12-05 00:34:19","2024-12-05 00:16:42","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\KCHACM3T\article_ba364bff-cf86-56bf-952c-6d8041886a8d.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GV42GFXZ","newspaperArticle","2020","Manseau, Lydia Chávez, Hayden","Experts baffled by SF's dearth of data and Covid testing in Latinx community","Mission Local","","","","http://missionlocal.org/2020/09/experts-baffled-by-san-franciscos-dearth-of-data-and-covid-testing-in-latinx-community/","Without a public health model that focuses on high-risk populations, ‘we will continue to see Covid transmission throughout the city.’ We all learned in","2020-09-23","2024-12-05 00:17:20","2024-12-05 00:34:23","2024-12-05 00:17:20","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\alici\Zotero\storage\QFD2IZRP\experts-baffled-by-san-franciscos-dearth-of-data-and-covid-testing-in-latinx-community.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUW69KMJ","newspaperArticle","2022","Neilson, By Dustin Gardiner and Susie","627 days, just for the permit: This data shows the staggering timeline to build homes in S.F.","San Francisco Chronicle","","","","https://www.sfchronicle.com/sf/article/housing-permits-san-francisco-17652633.php","In San Francisco, the typical wait for housing developers to get a permit to build is 626 days.","2022-12-14","2024-12-05 00:17:48","2024-12-05 00:34:41","2024-12-05 00:17:48","","","","","","","627 days, just for the permit","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\Q73S8UP6\housing-permits-san-francisco-17652633.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2L7VYWUG","newspaperArticle","2023","Sumida, Nami","Data nerds: These are the most popular San Francisco datasets","San Francisco Chronicle","","","","https://www.sfchronicle.com/sf/article/san-francisco-city-data-17769495.php","A new dataset from the S.F. government shows which datasets nerds are most interested in.","2023-02-10","2024-12-05 00:18:29","2024-12-05 00:34:34","2024-12-05 00:18:29","","","","","","","Data nerds","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\3V54VTBA\Sumida - 2023 - Data nerds These are the most popular San Francisco datasets.pdf; C:\Users\alici\Zotero\storage\8YXKZRVK\san-francisco-city-data-17769495.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTWLZPJ2","newspaperArticle","2024","Coale, Kristi","San Francisco’s Upcoming Bike Plan Got Its Backbone During COVID","The Frisc","","","","http://thefrisc.com/san-franciscos-upcoming-bike-plan-got-its-backbone-during-covid/","Slow Streets have cut injury crashes nearly in half. Planners will roll out a new bike network soon. Have they learned that slower is safer?","2024-12-04","2024-12-05 00:37:02","2026-08-24 14:29:52","2024-12-05 00:37:02","","","","","","","","","","","","","","en-US","","","","","","","The Frisc started with the city’s injury collision database, which gathers police and Department of Public Health reports (https://data.sfgov.org/Public-Safety/Traffic-Crashes-Resulting-in-Injury/ubvf-ztfx) measured from 2018 through 2023. (Source: SF OpenData, The Frisc) and San Francisco Slow Streets. (Courtesy SFMTA).","","C:\Users\alici\Zotero\storage\P7HJACBP\san-franciscos-upcoming-bike-plan-got-its-backbone-during-covid.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Streets and Transit","","","",""
"AIL868SQ","newspaperArticle","2024","Shanks, Adam; Wyloge, Evan","Is The City making the grade?","San Francisco Examiner","","","","https://www.sfexaminer.com/news/politics/sf-makes-the-grade-in-key-metrics-from-controller-report/article_c1705aa4-a8fd-11ef-94de-6700d95d2c27.html","A new controller’s office report offers heaps of data.","2024-11-24","2024-12-05 00:37:34","2026-08-24 19:45:43","2024-12-05 00:37:34","","","","","","","","","","","","","","en","","","","","","","On Thursday, the Controller’s Office released its Annual Performance Results report, which features data from the fiscal year from July 2023 through June 2024","","C:\Users\alici\Zotero\storage\JYAHNIK6\article_c1705aa4-a8fd-11ef-94de-6700d95d2c27.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Spotlight","","","",""
"K9T3H6RQ","newspaperArticle","2023","Rezal, Adriana","This S.F. neighborhood’s residents are unhappiest with city government, according to a survey","San Francisco Chronicle","","","","https://www.sfchronicle.com/sf/article/financial-district-neighborhood-unhappy-17902585.php","A city survey shows which neighborhoods were the most — and least — satisfied with city services","2023-04-20","2024-12-05 00:41:14","2024-12-05 23:47:00","2024-12-05 00:41:14","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\84DD2R2G\financial-district-neighborhood-unhappy-17902585.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKWLSFQN","newspaperArticle","2009","Staff, Examiner","DataSF.org: All about the apps","San Francisco Examiner","","","","https://www.sfexaminer.com/news/datasf-org-all-about-the-apps/article_3b2cf9b1-f316-51bd-8d8d-4e598274fa89.html","For the not-so-tech-savvy bunch, a glance at DataSf.org – the Web site offering oodles of city government information – is…","2009-09-25","2024-12-05 23:50:15","2024-12-06 00:15:23","2024-12-05 23:50:15","","","","","","","DataSF.org","","","","","","","en","","","","","","","","","C:\Users\alici\Zotero\storage\RCTUX83W\article_3b2cf9b1-f316-51bd-8d8d-4e598274fa89.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
